Chr	ProbeID	GeneticDistance	ProbeBp	Gene	Orientation	PathOfEsd
1	ENSG00000090621	0	39576790	ENSG00000090621	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000090621.esd
1	ENSG00000164008	0	42775747	ENSG00000164008	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000164008.esd
1	ENSG00000159479	0	43389808	ENSG00000159479	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000159479.esd
1	ENSG00000168765	0	109674836	ENSG00000168765	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000168765.esd
1	ENSG00000198734	0	169586588	ENSG00000198734	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000198734.esd
1	ENSG00000235750	0	175192999	ENSG00000235750	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000235750.esd
1	ENSG00000143799	0	226408079	ENSG00000143799	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000143799.esd
4	ENSG00000151725	0	184734133	ENSG00000151725	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000151725.esd
7	ENSG00000164548	0	23532041	ENSG00000164548	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000164548.esd
7	ENSG00000188732	0	23703249	ENSG00000188732	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000188732.esd
7	ENSG00000277149	0	72828198	ENSG00000277149	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000277149.esd
7	ENSG00000158525	0	130368730	ENSG00000158525	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000158525.esd
17	ENSG00000170291	0	7259940	ENSG00000170291	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000170291.esd
17	ENSG00000185262	0	76271299	ENSG00000185262	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000185262.esd
17	ENSG00000141560	0	82730328	ENSG00000141560	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000141560.esd
19	ENSG00000174837	0	6940459	ENSG00000174837	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000174837.esd
6	ENSG00000124570	0	2972165	ENSG00000124570	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000124570.esd
6	ENSG00000196126	0	32589848	ENSG00000196126	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000196126.esd
6	ENSG00000008018	0	170553341	ENSG00000008018	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000008018.esd
12	ENSG00000111671	0	6889358	ENSG00000111671	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000111671.esd
12	ENSG00000198015	0	93516213	ENSG00000198015	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000198015.esd
14	ENSG00000165410	0	34714823	ENSG00000165410	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000165410.esd
16	ENSG00000130731	0	636366	ENSG00000130731	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000130731.esd
16	ENSG00000260349	0	9107174	ENSG00000260349	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000260349.esd
11	ENSG00000134824	0	61867354	ENSG00000134824	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000134824.esd
11	ENSG00000173457	0	64246941	ENSG00000173457	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000173457.esd
11	ENSG00000159063	0	78139660	ENSG00000159063	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000159063.esd
18	ENSG00000167220	0	47150520	ENSG00000167220	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000167220.esd
8	ENSG00000136982	0	119856010	ENSG00000136982	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000136982.esd
9	ENSG00000135047	0	87731393	ENSG00000135047	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000135047.esd
9	ENSG00000148290	0	133356676	ENSG00000148290	+	D:/R_ex/MR\esd\CD4_Memory_stim_16h__ENSG00000148290.esd
