Chr	ProbeID	GeneticDistance	ProbeBp	Gene	Orientation	PathOfEsd
1	ENSG00000116771	0	15585110	ENSG00000116771	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000116771.esd
1	ENSG00000142632	0	16212609	ENSG00000142632	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000142632.esd
1	ENSG00000162613	0	77979110	ENSG00000162613	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000162613.esd
1	ENSG00000198625	0	204558120	ENSG00000198625	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000198625.esd
19	ENSG00000175691	0	2944971	ENSG00000175691	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000175691.esd
19	ENSG00000167671	0	4457822	ENSG00000167671	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000167671.esd
19	ENSG00000167766	0	52690496	ENSG00000167766	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000167766.esd
3	ENSG00000144741	0	66388116	ENSG00000144741	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000144741.esd
3	ENSG00000158234	0	138633376	ENSG00000158234	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000158234.esd
16	ENSG00000074071	0	1773155	ENSG00000074071	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000074071.esd
16	ENSG00000174177	0	88715386	ENSG00000174177	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000174177.esd
16	ENSG00000261373	0	89718165	ENSG00000261373	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000261373.esd
12	ENSG00000111669	0	6870948	ENSG00000111669	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000111669.esd
12	ENSG00000139625	0	53500063	ENSG00000139625	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000139625.esd
12	ENSG00000166896	0	57957269	ENSG00000166896	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000166896.esd
12	ENSG00000139428	0	109573874	ENSG00000139428	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000139428.esd
12	ENSG00000257218	0	120463749	ENSG00000257218	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000257218.esd
5	ENSG00000171530	0	77868780	ENSG00000171530	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000171530.esd
13	ENSG00000083642	0	32778019	ENSG00000083642	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000083642.esd
14	ENSG00000165410	0	34714823	ENSG00000165410	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000165410.esd
14	ENSG00000131979	0	54902852	ENSG00000131979	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000131979.esd
21	ENSG00000160194	0	42913304	ENSG00000160194	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000160194.esd
21	ENSG00000182362	0	46297751	ENSG00000182362	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000182362.esd
22	ENSG00000183172	0	42084284	ENSG00000183172	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000183172.esd
22	ENSG00000100376	0	45341955	ENSG00000100376	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000100376.esd
20	ENSG00000125877	0	3223870	ENSG00000125877	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000125877.esd
17	ENSG00000214401	0	46196723	ENSG00000214401	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000214401.esd
17	ENSG00000141560	0	82730328	ENSG00000141560	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000141560.esd
2	ENSG00000157992	0	27446481	ENSG00000157992	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000157992.esd
2	ENSG00000163171	0	37738468	ENSG00000163171	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000163171.esd
2	ENSG00000144231	0	127858157	ENSG00000144231	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000144231.esd
2	ENSG00000163599	0	203873960	ENSG00000163599	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000163599.esd
2	ENSG00000079263	0	230313215	ENSG00000079263	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000079263.esd
15	ENSG00000041357	0	78552419	ENSG00000041357	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000041357.esd
4	ENSG00000121895	0	39032922	ENSG00000121895	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000121895.esd
10	ENSG00000057608	0	5842132	ENSG00000057608	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000057608.esd
10	ENSG00000166275	0	102864961	ENSG00000166275	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000166275.esd
11	ENSG00000174775	0	537287	ENSG00000174775	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000174775.esd
11	ENSG00000175334	0	66004149	ENSG00000175334	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000175334.esd
11	ENSG00000159063	0	78139660	ENSG00000159063	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000159063.esd
6	ENSG00000124588	0	3028869	ENSG00000124588	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000124588.esd
6	ENSG00000186470	0	26378320	ENSG00000186470	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000186470.esd
6	ENSG00000179344	0	32668383	ENSG00000179344	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000179344.esd
6	ENSG00000180992	0	44127457	ENSG00000180992	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000180992.esd
6	ENSG00000074935	0	112087529	ENSG00000074935	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000074935.esd
7	ENSG00000164548	0	23532041	ENSG00000164548	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000164548.esd
7	ENSG00000164597	0	107564514	ENSG00000164597	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000164597.esd
7	ENSG00000158525	0	130368730	ENSG00000158525	+	D:/R_ex/MR\esd_meta\CD4_Naive_stim_16h__ENSG00000158525.esd
